Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
"아줌마들이 더 깔끔해. 솔직히 걔네들 자고나면 땅값 오르고 아파트값 오르니까 1,2억 대가리 맞아봤자 피도 안나요. 우리야 뭐 기분 적당히 맞춰주고 스트레스 풀게 해주고 착하게 사는거야. ",The lady exist cleaner frankly when they log Z's the kingdom monetary value rising slope and the apartment toll rebel We require to be in good humor ease emphasis and be nice,0.546365,0.614081,0.817162
내가 곽철용한테 얼마나 딸 거 같애? ,How much make out you guess I will draw to Kwak Cheolyong,0.596427,0.596427,0.742705
몰라. 안들려. ,make not bed I can not see you,0.617916,0.674003,0.838750
20억은 따야겠지? ,Should I gain 2 billion,0.671539,0.800038,0.769064
안들린대니까... 20억? 옛날에 우리 할머니가 점보고 오셔갖구 내가 한재산 모을 팔자라구 그랬는데..,I tilt hear you 2 billion In the old Clarence Day my grandmother get along to the fund and tell me to deal Hanjae,0.587457,0.665473,0.797392
나때메 그런거지. ,Its like that,0.546808,0.787009,0.797361
왔다. 와 차 좋네.,hail Wow thats nice,0.478481,0.607808,0.757664
훔친 거 아냐 저거? ,Isnt that steal,0.599252,0.705809,0.734425
언니! 우린 지금 쟤네 단골 만들려고 하는 거지 데이트하는 거 아냐. ,sis Were test to hit them regular not dating,0.506962,0.624306,0.861139
어 알았어. ,Okay,0.413136,0.664517,0.774605
그리고 애 있다는 얘기 하지 마. ,And dont say me youre a small fry,0.636531,0.737623,0.780816
어떡하지? 나 그 얘기부터 할 거 같은데.,What get along we get along I call back Ill part with that,0.575264,0.663702,0.749406
그런 건 거짓말해도 괜찮아. ,Its okay to consist like that,0.577909,0.646372,0.798230
오늘 매상은 책임져야 되요.,You get to be responsible for sale today,0.495621,0.593211,0.785302
오케이. ,okay,0.784376,0.893096,0.704188
영화 재미없다. 아~ 화란씨 집구경이나 합시다. ,picture show exist not fun Ah LET blend see Mr Hwarans family,0.631923,0.565464,0.763895
고니씨 바람둥이죠? ,exist Connie a toying,0.666792,0.632259,0.762631
당연하지. ,Of class,0.546137,0.635969,0.702616
"저... 먼저 말씀 드릴 게 있는데, ",I I possess to evidence you firstly,0.652258,0.661715,0.713656
뭐요? ,what,0.396358,0.625843,0.695812
저 애가 하나 있어요.,I have got a youngster,0.633645,0.633645,0.675309
애? 몇 살? ,Ah how old,0.534664,0.563022,0.758613
다섯 살요. ,Im five long time old,0.595438,0.528283,0.713855
애 아빠는? ,Your don,0.516111,0.630752,0.747878
죽었어요. 너무 힘들어서 버릴까도 생각했었는데... ,Dead I consider it would represent besides difficult to bedevil it aside,0.603851,0.666475,0.750962
버리면 안되지. 애를. 애를 버리면. 어떻게 되냐면. 나같이 돼요. 응? ,You tilt bedevil it out kid If you shed aside your nestling What take place Become like me Huh,0.667721,0.644289,0.752064
그래서 안버리고 잘 키워요. ,and then I dont bewilder it out and grow intimately,0.575536,0.633161,0.856424
잘했어요. 세란씨 훌륭해.  뽀뽀 한번 할까요?,easily done Seran make up great Shall we buss,0.473118,0.592753,0.808827
예? ,Yes,0.701027,0.952860,0.693569
외로운 사람끼리. ,Lonely people,0.384270,0.561187,0.773645
우리도 나가지. ,We run low out excessively,0.504177,0.678732,0.859852
왜요?,why,0.548993,0.585731,0.593658
영화보러 온 것 아닌거 같은데. ,I dont suppose I get to the flick,0.577143,0.652177,0.745077
하! 난 영화 재미있어요. ,Ha Im give birth play with the pic,0.678356,0.667259,0.733826
빚이 얼마야? ,How much embody the debt,0.518441,0.575651,0.758829
많아요. ,many,0.558298,0.658553,0.649098
내가 대신 갚아줄께. ,I will yield you backwards,0.687174,0.688067,0.753976
왜요? ,why,0.548993,0.585731,0.593658
그러고 싶어서. ,I desire to,0.589327,0.637373,0.755565
지금 뭐하시는 거예요? ,What be you answer immediately,0.631003,0.603478,0.731501
일종의 배팅이지. ,Its a sort of betting,0.705473,0.697309,0.746486
내가 사람 잘못 봤네요. 사랑이 뭔지나 아세요? ,I go through the wrong somebody bash you jazz what honey constitute,0.587491,0.587491,0.739930
사랑? 어차피 사랑도 다 구라 아냐?  이게 중요한거지. ,erotic love Isnt it all enjoy anyhow This is significant,0.637588,0.645055,0.763467
고니씨? 당신이나 곽사장이나 똑같은 남자네요. ,Connie You and Kwak Kwak embody the like piece,0.540684,0.671217,0.845773
뭐가 이렇게 복잡해... 망할 년. 이쁘긴 왜 저렇게 이쁜거야. ,Whats indeed perplex damn cunt Why is it thence middling,0.661299,0.689746,0.787027
이러면 안돼요.,You tilt exercise this,0.576938,0.663701,0.772657
이러면 안되지. 알아 알아.,You tilt get along this I jazz I jazz,0.607475,0.685985,0.716597
잠깐만요. ,hold,0.377531,0.599567,0.838171
응 잠깐만 할게. ,Yes complaint check on,0.618360,0.618360,0.752943
진짜 안돼요. 도박하는 사람인 줄 몰랐어요 나는. ,I genuinely cant I didnt acknowledge I comprise a risk individual,0.548873,0.624033,0.755394
끊을거야. ,Im get to attend up,0.522867,0.749981,0.761740
진짜요? ,genuinely,0.538741,0.713350,0.730821
진짜래니까. ,Its existent,0.677942,0.737516,0.739078
화란인가봐요. 숨어요. ,I recall its angry skin it,0.619135,0.592797,0.746257
데이트는? ,Date,0.554637,0.964645,0.847126
차버렸어. 언니는?,Its kick sis,0.522650,0.735963,0.772876
나? 그냥 헤어졌지. ,I I scarce break down up,0.639197,0.639197,0.710204
잘했어. 솔직히 그 사람 헤어스타일 못봐주겠드라. 지 머리 사랑할 줄 모르는 사람이 여자를 사랑하겠어? ,intimately get along Honestly I cant over attend his hairstyle volition person who doesnt lie with fuzz be intimate a lady friend,0.605971,0.605971,0.744900
넌 근데 왜 찼어? ,Why exist you kicked,0.678408,0.678408,0.698473
"너무 들이대고 너무 저질이고, 지가 멋있는 줄 알고 암튼 그래. ",Its excessively lift up its also poor and I know its cool,0.588397,0.663115,0.804618
너 그 사람 멋있어서 좋대매. ,You like him because he is cool,0.662352,0.683842,0.742597
내가 언제?,When get along I,0.606841,0.685635,0.740962
어제 저녁에 나한테 그랬잖아. ,You did it to me last night,0.622920,0.745775,0.825412
어제 저녁까진 그랬지. 내 요 머릿속에서는. 언니 그 인간들 화투치는 사람들이래. ,Until yesterday even In my intellect My sis exist citizenry who be skin,0.601960,0.723975,0.809460
그으래? 끊을 수도 있잖아. ,rattling You can cling up,0.612318,0.679349,0.754628
진짜 멋있는 놈이면 끊겠지. ,If youre a truly cool cat Ill quit,0.565576,0.670133,0.783220
아빠? ,dada,0.318303,0.683772,0.772340
응? 아저씨? 자자 자자. 아저씨는 누구냐면.. ,Huh Mister net ball slumber Who exist you,0.482894,0.579128,0.753867
아빠?,dada,0.318303,0.683772,0.772340
쉿!.. 응 그래 아빠야. ,Shhh Yeah its dada,0.640283,0.735186,0.794712
아빠~ ,dada,0.318303,0.683772,0.772340
엄마! 아빠 왔어. ,ma dada constitute hither,0.413697,0.523237,0.815309
어디? ,where,0.426984,0.426984,0.498452
어디로 모실까? ,Where answer you want to hold up,0.340138,0.514974,0.828111
전주요. ,Jeonju,0.500785,0.628051,0.641390
전주? 전주에는 뭔일로 가시나? ,Jeonju What equal you blend to in Jeonju,0.554062,0.622460,0.806444
.... ,,1.000000,1.000000,1.000000
근데 전주까지 요금이 꽤 나올텐데... 학교서 막 나와서 돈도 없을거고... 내가 기분 한번 내고 확 공짜로 해줘? 응?,But the transportation will exist quite sensible until Jeonju I hardly engender out of schooling and I wont birth any money Huh,0.588966,0.615369,0.785195
아버지가 일제시대때 탄광으로 큰돈을 벌었고 당시만해도 전주 군산 이리에서는 이집땅 안밟고 못 지나갔는데.. 아들 셋이 다 말아먹고 자빠졌다가 80년대 후반에 부동산하고 사체로 꽤 모아서 집안을 일으켰죠. ,My beginner take in a lot of money from a coal mine in the Japanese colonial epoch and at that sentence I couldnt get through this piazza in Iri Gunsan Jeonju All three of my boy hold out to layer and diminish asleep,0.580012,0.640459,0.816804
아들 셋이 뭘로 자빠졌대?,What act your three sons log Z's with,0.646882,0.644709,0.725657
도박이죠. ,Its play,0.565123,0.523250,0.745940
어이 아가씨! 어이,Hey lady Hey,0.588698,0.649298,0.674244
저요? ,Maine,0.736926,0.628104,0.528862
이거 이거 ,this this,0.744772,0.744772,0.618699
어머 죄송해요. 제가 그랬나요? ,Im sorry Did I,0.403706,0.648598,0.857187
닦아서 지워져 그게?,Wipe it off,0.300234,0.530457,0.839244
됐어 이사람. 좋게 운동하고. ,Thats it sour out nicely,0.527512,0.637376,0.808855
죄송해서 어떡해요?,Sorry what,0.311850,0.631027,0.805958
"비싼건데, 버리죠 뭐. ",Its expensive but bewilder it away,0.511677,0.602945,0.781119
거 참.. 애 죽이네. ,Its in truth its shoot down her,0.596022,0.671442,0.814737
계속해. ,continue,0.650598,0.658347,0.769270
"자존심 세구, 호탕하고, 스포츠 광이고, 나이는 쉰둘인데 사십대 초반으로 보인다고 하면 좋아합니다. ",Im proud to allege that Im a selfrespecting enthusiastic athletics fancier and fiftytwoyearold in his early forty,0.629035,0.605996,0.760077
나랑 몇 살 차이 안나보여요. ,I dont ascertain how old I equal,0.576349,0.563644,0.738094
"솔직히 내가 오까네 빼면 시첸데, 어느날, 날씨 좋은 날, 하늘을 보는데 야~ 아름답드만. 오래 살아야 되겠다~ 내가 돈 쌓아놓고 일찍 죽으면 뭐하나... 그때부터 안해본 운동이 없어. 테니스 수영 골프. 골프 잘 쳐요?",frankly except Im descend its Shichende ace Clarence Day a good day and bet at the sky I take in to hold up for a tenacious clip What get along I cause if I stack up money and pall early I havent take in a exercising since then lawn tennis drown golf Are you good at golf,0.663413,0.660588,0.749844
아뇨 아직 100타 못 깨요. ,No I havent gotten 100 shot even so,0.592846,0.592846,0.715962
보기플레이까진 가야되는데. 선생을 잘 못 만나셨구만. ,I take to blend in until the fun You didnt play the teacher well,0.582581,0.670114,0.789669
사장님! 골프는 언제 그렇게 쳤어요? 오늘 또 거덜나네. ,chief When did you take on golf Im sick once more today,0.598080,0.653268,0.793062
요새 화투치러 다닌대메. 거기서 만회해. ,He goes to fortification shuffle up there,0.581789,0.602553,0.782996
자기 요새 화투도 쳐요?,Are you struggle with your own fortress,0.384728,0.577905,0.787337
그냥 두어 번 쳤어. ,I scarce gain it a mates of sentence,0.573791,0.710852,0.802635
재수씨! 도박 좋아하는 인간치고 돈 못 버는 놈 없어. ,Jaesu There embody no one who tilt take money with gamblingloving human existence,0.542179,0.608573,0.777084
재산은 100억정돈데 거의 부동산예요. 건물 세 개. 배가 15척. 땅 있고.,belongings is 10 billion but it is well-nigh material acres threesome edifice 15 boats There is kingdom,0.678259,0.674944,0.749782
요새는 서해개발이라는 회사 차려놓고 전주 군산 왔다 갔다 하는데 선주들한,The fort lay up a society hollo Seohae developing and conk out to and from Gunsan Jeonju,0.594383,0.618231,0.790149
그래서 현찰은 없다?,and then there exist no cash,0.768658,0.738283,0.721311
네. ,Yes,0.701027,0.952860,0.589453
오케이! ,okay,0.784376,0.893096,0.704188
배는 끽해야 척당 5-6천이고 양식장 면허권을 사라고. 어업보상해줄 때 서류만 있어도 장당 1-2억이야. 요새 전라북도 티켓다방 애들도 군산으로 주민등록만 옮기면 500씩 받아쳐먹는데. ,The boat is 56 K per chuck then purchase a farm license When it make out to fishery compensation yet if there exist text file its 200200 million gain per tack fort Jeollabukdo slate cafes still if they affect their occupant readjustment to Gunsan eat 500 each,0.635178,0.666642,0.763489
새만금 왜 하나 몰라요. ,I dont know why Saemangeum,0.495059,0.631697,0.778175
원래 난리때 돈 버는거야. 김사장 500 준비해. 예림씨! 맘 편히 쳐요. ,Originally I get money when I make up upset Get ready for the 500 chair Yelim Relax,0.618504,0.647331,0.785017
안들어가면 어떡해요? ,What if I dont endure in,0.789536,0.769742,0.734393
그게 왜 안들어가? 공 앞에서 방구만 껴도 들어가겠네. ,Why doesnt it lick still if I scarcely bust a break wind musket ball in front end of the nut I will decease in,0.512293,0.655382,0.827888
어머. ,Oh,0.115470,0.317595,0.779479
아니 어떻게 그걸 못넣요? 그거 그냥 툭- 아이 진짜. 운동센스 그렇게 없나? 참... 비오기전에 한 홀 더 돌아. ,No How can I not lay it Thats exactly fluff existent Is there no recitation good sense truly one more than bout before it rain down,0.586650,0.663277,0.759625
저는 여기서 내려주세요.,Please neglect me off hither,0.644771,0.757602,0.756506
우리 예림씨 화났어? ,Are we angry,0.459428,0.517584,0.829795
오백만원이 그렇게 아까우세요? ,be 5 million advance therefore precious,0.578419,0.604749,0.702511
"돈이 아까운게 아니라, 내기는 어쨌거나 이겨야지. 지면 나 잠 못 자는 사람이라. ",Its not a wasteland of money but I look anyway If I misplace I slant sleep,0.617210,0.636431,0.781582
정말.. 너무해요.  나도 사람인데 실수할 수도 있는거고... 거기서 그렇게 무안을 주고. ,genuinely as well much I cost a mortal but I can pee error,0.405787,0.649179,0.847717
이거 참.. 진짜 울어? 내가 나쁜 놈이야. ,exist this in truth rattling weep Im a regretful cat,0.473249,0.661892,0.762636
미안해요. 화내서. ,Sorry In wrath,0.392882,0.602502,0.791359
아니야 아니야. 예림이! ,no no Yelim,0.358223,0.611007,0.785330
"자기가 내일 남편 화투치러 간 것 같다고 호구한테 전화해. 그래서 판때기에 같이 가.  그래서 판에 앉혀. 딱 이틀 잃어줘. 삼천씩.  6천 결재해주고, 자기는 운전해줄 때마다 화투는 치지 말라고 사발 풀어. 너무 꽉 조이진 말고. ",shout out Hogu that he mean He conk to take a combat tomorrow So lets last together in the securities industry So sit on the denture Just miss two days Three thousand each After pay up 6000 he untangle the arena and then he doesnt shoot each time he get Dont follow also tight,0.635006,0.636435,0.792445
예. ,Yes,0.701027,0.952860,0.693569
잘들 해. 빨리 치고 빠져야 돼. 여기 돈 곧 마를거야. 건달들이 빠지기 시작하잖아. ,set it comfortably You get to score it quick and get out The money hither will dry shortly Its initiate to go down out,0.615312,0.675062,0.772849
정마담! 우린 언제부터 출근해? ,Jung lady When exercise we become to shape,0.627290,0.600234,0.774135
다음주 월요일. ,Next monday,0.601260,0.642873,0.778199
여기 대전에서 온 대마이 기술잡니다. ,hither exist Daemai engineering science from Daejeon,0.574888,0.675241,0.764648
보자. ,net ball watch,0.246482,0.562785,0.814070
보여드려. ,read me,0.476439,0.788795,0.717098
차비 줘서 보내. 기술은 좋은데 탈이 안좋아. 사람들이 경계한다고. 탈은 고니가 좋은데.. 고니 수배 돼? ,charge it for the machine The technology is good but the masquerade is sorry citizenry equal wary The mask is good for Goni,0.646059,0.646059,0.740668
서울 너구리한테 박무석을 찾아달라고 했다는 것만 알고 있습니다. ,I entirely experience that I call for the Seoul Raccoon to encounter green Moosuk,0.565816,0.632847,0.765033
너구리보고 나한테 전화 좀 넣어달라고 그래. ,Look at the raccoon and call for me to yell you,0.564939,0.600859,0.798259
먹고 살기 힘들다 고니야. ,Its voiceless to feed and endure,0.696232,0.713525,0.736095
강남 아줌마들 모이는데? 가깝지 여기서. ,Gangnam lady be conglomerate finisher hither,0.586635,0.550860,0.785199
스트레스 받네. 갑시다. ,Im accent LET last,0.602412,0.683714,0.759398
어 저기.. 오늘은 혼자 가라.  에비 에비 글로 가면 안돼. ,Uh ecstasy only today You slant snuff it to Ebi Ebi,0.630014,0.647946,0.775814
아빠~ ,dada,0.318303,0.683772,0.772340
응. 잘 놀았어?,Huh Did you trifle easily,0.519129,0.610454,0.774715
왠 아빠? 야! 이거 니네 아빠 아냐. ,Why dada Hey This exist not your beginner,0.680435,0.648062,0.779703
야 너 왜그래? 애 울어.  흙장난해. ,Why exist you practice that call bid in the malicious gossip,0.531100,0.637557,0.823352
이쁘지? ,Isnt it middling,0.482193,0.813597,0.884004
응. 나 혼자 갑니다. ,Huh I hold out solely,0.611406,0.642369,0.756549
다 호구들이니까 팍팍 따!~,Its all hukou indeed dap,0.600282,0.573441,0.781028
이 쪼이는 맛~ 오백 박어. ,This bite penchant I cast five one C,0.464020,0.654668,0.787883
박어? 내가 천으로 벌려줄께. 호호호. ,Put it in Ill scatter it out with a cloth Hohoho,0.695392,0.695392,0.758279
없는 집 제사만 돌아온다더니 이게 뭐야 죽으라는 놈만 죽으라는건가? 같이 박어요. ,After give to the sign without a ritual killing what exist this Put it together,0.505900,0.617912,0.817819
죽어. ,die,0.212132,0.555683,0.850525
노련하다. 구삥인데 죽는다? ,season Im sick but I fail,0.576002,0.649479,0.818388
죽어. ,die,0.212132,0.555683,0.850525
5땡인데도 죽는다? 뭐야 이 인간. ,It exit still though it exist 5 What be this human,0.607476,0.649886,0.760721
누가 선 좀 대신 잡아줘요. ,individual contain the descent for me,0.577814,0.557445,0.752073
어디 가요? ,Where follow you conk,0.490697,0.489345,0.833178
물 좀 빼고 올라구요. ,It enfeeble a little,0.549122,0.548861,0.724623
패돌리다 물 빼면 끗발 떨어지는데. ,When I drain the urine it descend off,0.559805,0.713199,0.805627
같이 눕시다. ,LET lie in down together,0.496702,0.679398,0.792853
기술은 없는거 같은데.. 낮은패로 꼬셔봐라. 일곱끗. 나는 여덟끗. ,I dont intend there exist any skill endeavor twisting it with a low bridge player Seven I exist eight,0.628014,0.707674,0.749257
여편네 참.. 없다 그래줘.  다시 선 잡아야죠. ,Yes no I consume to fend over again,0.523426,0.605238,0.799715
"오줌도 눴고, 기본 천으로 시작합니다. ",I pass water and come out with a basic textile,0.546283,0.635791,0.742002
그래야지. 나 막 가슴 설랠라 그래. 받아. ,I should Im just now sex receive,0.551960,0.637455,0.806786
이 아줌마가 우리 영계한테 관심 많네. 정분나겠어. ,This noblewoman comprise interested in our emotional state populace That would exist fine,0.488276,0.629951,0.809760
정분나면 좋죠. ,Its good to follow fine,0.538750,0.636177,0.745924
천받고.. 오천 더. ,commence a thousand five G more,0.517138,0.548122,0.752507
추워지네. 죽어요. ,It perplex cold I break,0.540651,0.577890,0.784239
박아논게 아까운데.. 죽어. ,Its besides regretful to cost common Im go bad,0.492724,0.588404,0.845516
다 늡시다. 일억쯤 되는데. ,net ball exit Its about 100 million,0.758328,0.746544,0.747818
좋죠. ,Its good,0.459568,0.549552,0.727421
8끗! ,Eight,0.394776,0.861257,0.817797
나는 7땡인데. ,Im 7 Elvis,0.494776,0.729065,0.793525
저 7땡 어디서 나온거야? 나는 분명 일곱끗을 줬는데. ,Where get along that 7 ding descend from I decidedly present it seven,0.710207,0.692697,0.739406
좀 쉬었다 합시다.  왜 쳐다봐? ,net ball consider a breakage Why be you star,0.467497,0.617529,0.763122
쪼이는거에 맛 붙였다가 아파트 하나 날렸네? ,Did you taste the pebble and and then tout an flat,0.593901,0.648776,0.768940
짜릿했어. 어디가서 이 기분 나겠어. 젊은친구 나가서 술 한잔 할래? ,It constitute shake I sense like Im get someplace Would you like to endure out and drink in a young friend,0.557429,0.657921,0.801014
돈 가져올테니까 한판 더 칩시다. ,Im get to lend you more than money so LET get along it over again,0.545584,0.655006,0.792494
봤잖아. 다 빚 갚았어. ,You project I yield off everything,0.561272,0.598955,0.756718
또 딸거 아냐. ,Its not daughter again,0.546275,0.752017,0.747611
그럼 또 갚고.. 갚고..  넌 나한테 안돼. 더 배워. ,and so devote it back earnings it back you tilt hear more,0.633162,0.638096,0.754021
안되긴 뭐가 안돼? 넌 누구야? 엉? ,Whats wrong Who exist you Huh,0.529283,0.583779,0.805729
죽여라. 어차피 이러다 죽을건데. ,shoot down it Im exit to exit like this anyway,0.714188,0.719830,0.787051
짝귀? ,still,0.588837,0.618386,0.710495
죄송합니다. 대선배님을 몰라 뵙고. ,Sorry I didnt bed you,0.388058,0.690342,0.871728
술이나 마셔. ,drinking alcoholic drink,0.504681,0.625824,0.825392
아까 일곱끗을 7땡으로 바꾼 거. ,I deepen the seventh to 7 Zen,0.539254,0.675991,0.806303
자네도 잘 하잖아. ,You cost good besides,0.613705,0.613705,0.775451
"제가 묻고 싶은 건, 상대방이 구라를 칠거라는 걸 어떻게 아느냐는 겁니다. ",What I want to need exist how do I sleep with the other individual is decease to gain the Gura,0.680915,0.675582,0.738318
사람 맘을 읽어야지. 화투는 손이 아냐. 마음으로 치는거지. ,I hold to take mass substance Hwatu make up not a deal Its a instant,0.603334,0.611095,0.736445
사람 맘을 어떻게 읽습니까? ,How behave you take the human essence,0.592933,0.612199,0.723272
나도 모르지. 흐흐... 근데 너는 구라칠 때 내 눈을 쳐다보드라. 구라칠 땐 절대 상대방 눈을 보지마. ,I dont know Heh But bet at my eye when you melt down Never await into the other individual center when you turn tail down,0.605282,0.603589,0.794374
선배님! 제가 아귀를 만나면 이길 수 있을까요? ,senior Can I gain if I see the angler,0.484193,0.709091,0.862455
"기술을 쓰다 걸려서 귀가 잘렸고, 기술을 안쓰니까 이게 잘렸나?... 별거 아냐. 너도 곧 이렇게 될거야. 허~ 미안하다. ",My spike equal thin because I exist practice technology and exist it thin off because I wasnt practice technology You will exist like this presently Huh Im sorry,0.620054,0.668898,0.758702
어디로 가십니까?,Where exist you get,0.585750,0.585750,0.746408
아무데나 가죠. ,LET break anywhere,0.419699,0.539112,0.786411
아무데나요?  수목원?  그럼 연안부둔가?,anyplace Arboretum sol make up it offshore,0.532581,0.562277,0.763320
예. 아무데나. ,Yes anyplace,0.554059,0.583698,0.738959
됐어요. 여기요. ,Thats Okay hither you endure,0.499873,0.662716,0.808881
예? 아무데나가 여기요? ,Yes Anywhere hither,0.481005,0.606371,0.778397
세상 좁네. ,The existence comprise small,0.455132,0.690639,0.854280
밤새 화투 치고 왔나보죠? ,Youve be shin all dark right hand,0.425318,0.578358,0.767496
음. ,considerably,0.288415,0.714264,0.908111
돈 많이 버나봐요? ,rich person you hold a draw of money,0.401273,0.531909,0.781392
잃었어. 한잔 할래? ,I lost it Would you like a boozing,0.593135,0.659689,0.732070
근데 왜 사람 뒤를 밟고 그래요? ,But why be you tread on individual back,0.632931,0.632931,0.739854
하~ 들켰나? ,Ha Are you take in,0.726305,0.726305,0.750175
그러고는 의뭉스럽게 뒤에 앉아선 ‘세상 좁네’ 그것도 반말로. ,and then sit around in the back the reality cost narrow thats also the final stage,0.648625,0.648625,0.738492
그때 미안했어.. 내가 맘이랑 행동하는 게 달라서.,Im sorry at that meter Im unlike from my fondness,0.575841,0.588212,0.800712
바보네요~ ,Thats stupid,0.416603,0.476160,0.702656
진짜 술 안해? ,rattling not salute,0.551487,0.667828,0.753249
... 내가 이런 얘기 하면 웃기겠죠? ,Would it exist funny if I allege this,0.650631,0.719408,0.769061
말해봐. ,order me,0.527468,0.516412,0.779394
머리 좀 깎아야 되겠네요. ,I throw to shave my fuzz,0.376882,0.591772,0.768121
술 냄새 나. ,It smack like alcohol,0.461708,0.631150,0.810351
미안해. ,Sorry,0.504823,0.580949,0.696518
재주도 좋아. ,Some talent follow good,0.398115,0.611262,0.848285
소문 쫙 퍼졌지. 저번에 곽철용이네 판대기 거덜냈대. 다시 붙을 거라는데. ,Rumors go around It exist Kwak Cheolyongs last sentence Im get to beat again,0.661118,0.692379,0.801974
머리속이 마요네즈야? 곽철용이 나발불면 대한민국 어디서도 작업 못해. 고니 내 선순데 왜 나한테 얘기안했어? 나 무시해도 돼? ,Is mayonnaise in your heading If Kwak Cheolyong bobble I slant study anyplace in Han-Gook Connie my sunsoon why didnt you tell me Can I brush aside it,0.603342,0.653671,0.783367
무시하는게 아니고.. 요새 박무석이가 철용이네 앞전선수로 뛰잖아. 그래서 난 박무석이만 수배해준거야. ,Im not ignore Fortress MooSeok green is CheolYongs take thespian Thats why I but want parkland Moosuk,0.554102,0.655182,0.803090
고니가 대가리 얼마나 쳤대? ,How lots act Connie gain,0.537203,0.750043,0.786150
네장쯤. ,About four,0.562968,0.658428,0.675904
고니는 절대 곽철용이랑 다시 붙으면 안돼. ,Dont let Goni reconnect with Kwak Cheolyong,0.578928,0.662451,0.817825
살이 좀 쪘네.,I sustain gather some weighting,0.457626,0.679283,0.804012
귀신이야 귀신. 좀 앉어. ,Its a shade Sit down,0.501607,0.663044,0.830895
됐어. 의자가 불편해보이네. 고니한테 좀 부탁할 게 있어서. ,done The death chair take care uncomfortable I get something to ask Connie,0.609892,0.657002,0.736716
벌써 부담되는데. ,Its already a burden,0.604451,0.648961,0.751941
"내가 전주 군산쪽에서 공사 시작했는데, 기술자가 없네. 고니랑 광렬씨랑 오면 딱 좋을 거 같은데. 안녕하세요 고선생. ",I lead off construction in Gunsan Jeonju but there exist no technician I guess it would be great if you get with Connie and Kwangryul howdy instructor,0.642720,0.644070,0.791703
아 예. ,Ah yes,0.784376,0.923725,0.770177
페이는 부산보다 10배! ,salary exist 10 meter higher than Busan,0.585443,0.649595,0.721011
와~ ... 나도 요샌 지갑이 뚱뚱해. ,Wow I ingest a fatty bag likewise,0.633073,0.654811,0.740796
"고니씨! 식사 다 준비됐는데, 안녕하세요. ",Connie The meal be ready hello,0.436072,0.672682,0.859137
네-. 누구? ,Yeah who,0.669301,0.788723,0.762553
애인이에요. ,I make up a devotee,0.448468,0.614619,0.823305
어! ,uh,0.717157,0.717157,0.506135
얘기 많이 들었어요. ,Ive see a deal,0.540966,0.740259,0.780082
진짜요? 어디까지 들었을까? ,genuinely How far take in you listen,0.641508,0.742479,0.773707
근데 보기보다 뚱뚱하네요~ ,But its fatter than it expect,0.597338,0.590549,0.751545
호호 이 사람 웬만한 여자는 콘트롤하기 힘든데. ,Hoho This char be difficult to contain,0.567052,0.669233,0.809901
글쎄요 사랑이 콘트롤일까요? ,wellspring embody get laid ascendancy,0.612008,0.687637,0.741835
근데 요새 패션감이 떨어졌구나.  셔츠가 이게 뭐야 너무 평범하다. 호텔 연락처니까.. 무슨 일 생기면 연락해.  또 봐요 아가씨. ,But the fashion sense of the fortress take settle The shirt is hence plain Its the hotels touch data touch me if anything find See you over again lady,0.639575,0.672577,0.770515
아우 여우같애. ,It search like a George Fox,0.404223,0.598576,0.792415
어린게. 말 받아치는 것 봐. ,Young Cancer spirit at what you suppose,0.600484,0.658232,0.727038
자기가 나한테 빚이 얼마지? ,How much dress you owe me,0.349542,0.521890,0.838142
한 삼천되는데.. 받을라구? ,Its 3000,0.157454,0.692773,0.939658
안받을테니까 차하나 쌔벼서 전주로 갖구와. ,Im not get to get it thusly Im choke to get some tea leaf and get going to Jeonju,0.531368,0.656058,0.805910
진짜지? ,genuinely,0.619820,0.776207,0.793290
서울.. 한달만 기다려라. 내가 온다 다시. ,Seoul look a calendar month I hail again,0.522904,0.622588,0.765827
고니야 그냥 튀자. ,Connie lets just now leap,0.700886,0.700886,0.776623
죽으면 죽었지 도망은 안가. ,Im dead when I break down I cant track down away,0.624832,0.665995,0.780908
너야 그러지만 왜 나까지. 너 내가 좋아서 이러냐 싫어서 이러냐? ,Its you but why me exist you set this because I like it or not,0.655306,0.631437,0.794677
고만합시다. 부부쌈 칼로 물베기래는데. ,LET embody quiet Im go bad to pee it with a mates wind tongue,0.557246,0.573470,0.767897
부부는 무슨.. 저기 나 손 씻을란다. ,The brace what act you need me to set,0.573642,0.692402,0.771273
세란이때메? ,What about Seran,0.576243,0.685058,0.739199
"애도 그렇고... 걔 이름이 희열인데, 내가 광렬이잖아.",and so get along her Her name is Heeyeol and Im mad,0.553715,0.646899,0.782057
쉿! ,Shh,0.358579,0.587868,0.694253
뭘 그렇게 놀랍니까? ,What is thence amazing,0.612054,0.673957,0.739904
그러다 곽철용한테 걸리면? ,and so what about Kwakcheolyong,0.546361,0.635807,0.787473
빼팅은 자윱니다. 곽철용한테 죽든가 나한테 죽든가.,edge grows Either Kwak Chulyong or me,0.438521,0.638165,0.873157
고니야 저기,Goni there,0.673809,0.691056,0.723302
할거야 말거야? ,arrange you arrange it or not,0.566678,0.549741,0.777742
나한테 얼마가 떨어지는데?,How much embody descend for me,0.585363,0.597869,0.730754
20% ,20,0.000000,0.000000,0.000000
고니야! ,Connie,0.734847,0.744591,0.724705
